"Private","Apps","Accept","Enroll","Top10perc","Top25perc","F.Undergrad","P.Undergrad","Outstate","Room.Board","Books","Personal","PhD","Terminal","S.F.Ratio","perc.alumni","Expend","Grad.Rate","Nombre_U","Direccion_Busqueda","latitude","longitude"
"Yes",1002,555,119,16,43,836,684,7680,3740,500,800,70,74,17.7,21,6652,52,"McKendree College","McKendree College, USA",38.607851,-89.81446
"Yes",578,411,187,25,50,880,477,6930,3452,400,1525,57,64,11,11,6383,32,"McMurry University","McMurry University, USA",32.430076,-99.750162
"Yes",420,293,93,11,32,336,80,7950,3750,600,2740,54,54,9.8,45,9754,48,"McPherson College","McPherson College, USA",38.372196,-97.641994
"Yes",2286,1668,564,37,70,2943,1260,11985,4081,400,1500,93,95,9.2,15,8995,91,"Mercer University","Mercer University, USA",32.817072,-83.632923
"Yes",1557,1074,397,15,40,1805,433,9813,4050,425,1000,45,63,16.7,29,7307,78,"Mercyhurst College","Mercyhurst College, USA",42.1047702,-80.0534465
"Yes",857,772,376,25,58,1721,470,6720,3250,450,1520,77,82,13.9,33,6881,82,"Meredith College","Meredith College, USA",35.798859,-78.688538
"Yes",1981,1541,514,18,36,1927,1084,12500,6200,375,1000,73,75,16.8,22,8707,80,"Merrimack College","Merrimack College, USA",42.67114,-71.124768
"No",1584,1456,891,6,18,3471,911,5016,3798,540,2256,48,48,28.8,12,3871,59,"Mesa State College","Mesa State College, USA",39.079170668188,-108.554660707874
"Yes",1742,1382,607,30,64,2258,53,10300,5080,475,1200,68,75,14.1,30,7762,89,"Messiah College","Messiah College, USA",40.159737,-76.988417
"No",9239,7788,3290,35,39,13606,807,8856,3960,500,1382,81,89,17.6,20,7846,85,"Miami University at Oxford","Miami University at Oxford, USA",39.50739,-84.73577
"No",18114,15096,6180,23,57,26640,4120,10658,3734,504,600,93,95,14,9,10520,71,"Michigan State University","Michigan State University, USA",42.719504,-84.4906311
"No",2618,2288,1032,42,77,5524,414,8127,3978,900,1200,82,82,17,25,7473,65,"Michigan Technological University","Michigan Technological University, USA",47.1195377,-88.5513214
"Yes",331,331,225,15,36,1100,166,6840,3720,1100,4913,33,33,15.4,20,5524,49,"MidAmerica Nazarene College","MidAmerica Nazarene College, USA",38.872106,-94.782616
"No",6011,3075,960,22,60,5146,1532,7844,3830,450,1258,72,74,16.8,20,7832,71,"Millersville University of Penn.","Millersville University of Penn., USA",40.000337,-76.357381
"Yes",610,461,189,26,52,685,49,8200,3300,550,1000,63,69,12,16,8128,64,"Milligan College","Milligan College, USA",36.3024118,-82.295581
"Yes",1444,1261,456,29,62,1788,95,11910,4378,450,965,60,77,11.4,25,8149,75,"Millikin University","Millikin University, USA",39.842412,-88.975414
"Yes",905,834,319,32,61,1073,179,11320,4402,550,1350,82,89,12.7,38,11218,58,"Millsaps College","Millsaps College, USA",32.322572,-90.178091
"Yes",1217,1088,496,36,69,1773,884,11505,3255,1000,2075,35,46,16.7,23,7140,67,"Milwaukee School of Engineering","Milwaukee School of Engineering, USA",43.0437041,-87.9075678
"Yes",594,385,307,36,57,1695,721,5580,2830,600,700,77,79,16.5,18,6170,61,"Mississippi College","Mississippi College, USA",32.336212,-90.331496
"No",4255,3277,1609,18,57,10094,1621,9866,3084,480,1479,77,77,15.9,20,6223,53,"Mississippi State University","Mississippi State University, USA",33.4564394,-88.7954979
"No",480,405,380,19,46,1673,1014,4386,2217,600,1500,49,54,15.8,8,5704,63,"Mississippi University for Women","Mississippi University for Women, USA",33.4910656,-88.4190698
"No",1576,1326,913,13,50,3689,2200,3840,2852,200,400,52,54,20.3,9,4172,100,"Missouri Southern State College","Missouri Southern State College, USA",39.149530611585,-91.906057232591
"Yes",1310,983,316,5,35,1057,175,8550,5050,400,900,35,67,17.4,16,4333,27,"Missouri Valley College","Missouri Valley College, USA",39.1082958,-93.1912623
"Yes",601,503,204,28,57,671,11,13000,4100,400,460,91,91,11.6,43,11087,56,"Monmouth College IL","Monmouth College IL, USA",40.9128497,-90.6375088
"Yes",2707,1881,478,14,34,1893,847,12480,5290,530,1740,70,85,14.2,15,9492,54,"Monmouth College","Monmouth College, USA",40.9128497,-90.6375088
"No",572,544,320,45,72,1470,416,6073,3400,550,1400,71,71,16.4,31,6112,74,"Montana College of Mineral Sci. & Tech.","Montana College of Mineral Sci. & Tech., USA",46.01215,-112.55725
"No",3500,2836,1779,15,42,8730,993,5552,3710,550,2300,75,83,17.6,8,6324,37,"Montana State University","Montana State University, USA",45.6665408,-111.0480085
"No",5220,2128,865,19,53,6411,3186,3648,4834,700,950,82,87,21.5,9,6717,58,"Montclair State University","Montclair State University, USA",40.8659175,-74.198359
"Yes",263,223,103,10,24,316,20,8438,3372,500,2958,42,50,11.1,4,11989,15,"Montreat-Anderson College","Montreat-Anderson College, USA",34.514077,-82.638799
"No",2442,2164,1189,12,37,5983,1075,4426,2664,600,1000,76,81,18.1,19,4795,60,"Moorhead State University","Moorhead State University, USA",46.867262,-96.76275
"Yes",1232,955,303,23,58,1241,485,14990,4730,550,1250,86,92,15.2,28,9566,74,"Moravian College","Moravian College, USA",40.6644498,-75.3282943
"Yes",3708,1678,722,41,66,2852,153,7050,5490,250,600,71,74,17.8,10,8122,83,"Morehouse College","Morehouse College, USA",33.7462,-84.41512
"Yes",586,533,239,16,36,950,228,10520,3678,500,1000,48,68,13,32,8111,56,"Morningside College","Morningside College, USA",42.4746595,-96.3597131
"Yes",882,730,330,2,13,926,12,4515,2550,850,2100,53,60,18.6,34,6990,60,"Morris College","Morris College, USA",33.9380554,-80.3470442
"Yes",1800,1314,526,47,79,1891,40,19300,5700,750,750,79,91,9,51,18359,84,"Mount Holyoke College","Mount Holyoke College, USA",42.256762,-72.57436
"Yes",279,276,126,17,37,600,435,6844,2980,500,500,45,55,11.7,38,5073,44,"Mount Marty College","Mount Marty College, USA",42.874503,-97.4099542
"Yes",235,217,121,12,32,931,487,8950,3119,550,1125,51,51,10.7,26,7016,78,"Mount Mary College","Mount Mary College, USA",43.072349,-88.030731
"Yes",368,317,159,20,49,806,542,10500,3555,500,2285,44,50,11.3,30,6695,64,"Mount Mercy College","Mount Mercy College, USA",42.00229,-91.65198
"Yes",325,284,95,16,33,364,88,9900,3650,500,1200,32,37,13.6,43,6525,21,"Mount Saint Clare College","Mount Saint Clare College, USA",41.85194,-90.19913
"Yes",1321,1159,328,15,36,1243,79,12850,6200,550,900,77,82,12.8,36,8536,80,"Mount Saint Mary's College","Mount Saint Mary's College, USA",34.0305598,-118.2771062
"Yes",1170,695,238,14,48,1170,429,7470,4600,250,1400,74,75,15.3,23,6898,88,"Mount Saint Mary College","Mount Saint Mary College, USA",41.511005,-74.013885
"Yes",657,537,113,37,90,1039,466,12474,5678,630,1278,53,71,11.9,19,10613,72,"Mount St. Mary's College","Mount St. Mary's College, USA",34.0305598,-118.2771062
"Yes",1310,1086,458,26,61,1365,144,12250,3530,400,1150,85,87,16.7,35,7215,81,"Mount Union College","Mount Union College, USA",40.90367,-81.11315
"Yes",510,485,334,18,36,1114,94,7400,3346,600,600,57,57,19.8,7,6869,58,"Mount Vernon Nazarene College","Mount Vernon Nazarene College, USA",40.3759,-82.47516
"Yes",2519,1836,462,30,61,1656,352,16975,4565,600,850,76,86,12.8,39,10888,83,"Muhlenberg College","Muhlenberg College, USA",40.597727,-75.50969
"No",2225,1910,1190,29,55,5968,955,4738,3110,700,940,72,76,20.2,27,5972,52,"Murray State University","Murray State University, USA",36.6199636,-88.3184852
"Yes",1109,922,375,24,46,1115,70,13240,3914,600,800,73,85,13.4,27,9333,73,"Muskingum College","Muskingum College, USA",39.99676,-81.737244
"Yes",513,347,279,23,48,2508,505,9090,4500,650,500,62,65,18.3,2,7905,71,"National-Louis University","National-Louis University, USA",42.0720701,-88.29323
"Yes",947,798,266,36,68,1274,471,10850,5150,550,800,77,93,13.6,24,8797,61,"Nazareth College of Rochester","Nazareth College of Rochester, USA",43.10395,-77.51861
"No",1879,1216,483,27,62,3311,1646,8832,5376,700,1850,92,98,13.5,19,12529,72,"New Jersey Institute of Technology","New Jersey Institute of Technology, USA",40.7430326,-74.1781422
"No",787,601,233,40,73,1017,411,5376,3214,600,1100,99,100,13.7,11,9241,34,"New Mexico Institute of Mining and Tech.","New Mexico Institute of Mining and Tech., USA",34.0715422,-106.8925326
"Yes",13594,7244,2505,70,86,12408,2814,17748,7262,450,1000,87,98,7.8,16,21227,71,"New York University","New York University, USA",40.7280679,-73.9966359
"Yes",872,722,154,14,36,601,36,10194,2600,500,1500,57,63,11.4,32,5788,83,"Newberry College","Newberry College, USA",34.284845,-81.623161
"Yes",2220,1796,467,65,99,1919,334,10320,4762,450,650,68,100,14.2,20,7788,65,"Niagara University","Niagara University, USA",43.1372118,-79.0351272
"No",1563,1005,240,1,19,1380,136,5542,4330,500,1000,65,71,14.2,17,6562,57,"North Adams State College","North Adams State College, USA",42.69119,-73.10371
"No",4809,3089,1429,12,33,6162,871,6806,1780,600,1651,72,72,16.7,9,7090,44,"North Carolina A. & T. State University","North Carolina A. & T. State University, USA",36.0771655,-79.7693041
"No",10634,7064,3176,39,78,16505,5481,8400,6540,600,1300,92,98,17.5,21,9670,62,"North Carolina State University at Raleigh","North Carolina State University at Raleigh, USA",35.785111,-78.674517
"Yes",812,689,195,7,24,646,84,8242,4230,600,1295,77,77,12.7,11,10090,52,"North Carolina Wesleyan College","North Carolina Wesleyan College, USA",36.01838,-77.774118
"Yes",1127,884,308,30,64,1310,766,11718,7398,450,1800,73,87,16.4,33,8871,76,"North Central College","North Central College, USA",41.775773,-88.142864
"No",2968,2297,1610,13,47,7368,1128,5834,2744,600,2000,79,83,17,24,6310,42,"North Dakota State University","North Dakota State University, USA",46.905883,-96.797105
"Yes",465,361,176,19,39,879,156,12580,4345,400,970,76,79,13.1,24,10889,74,"North Park College","North Park College, USA",41.90696,-87.77521
"No",6040,4577,1620,36,72,5640,266,4856,3416,400,1100,69,72,15.7,13,6601,76,"Northeast Missouri State University","Northeast Missouri State University, USA",40.18948,-92.58186
"Yes",11901,8492,2517,16,42,11160,10221,13380,7425,600,1750,73,82,12.9,17,9563,46,"Northeastern University","Northeastern University, USA",42.3401645,-71.0889957
"No",5891,4931,1973,23,48,11249,2682,6746,3728,620,2342,78,83,21.7,7,6157,41,"Northern Arizona University","Northern Arizona University, USA",35.1835315,-111.6548116
"No",10706,7219,2397,12,37,14826,1979,7799,3296,470,1750,73,78,17.3,11,6086,56,"Northern Illinois University","Northern Illinois University, USA",41.9343261,-88.78479
"No",2729,2535,1257,8,29,4787,472,3735,3136,250,1630,62,65,21.7,23,5284,54,"Northwest Missouri State University","Northwest Missouri State University, USA",39.2424512,-94.4471979
"Yes",616,514,385,29,52,1115,60,9840,2820,450,822,59,59,14.8,20,6261,58,"Northwest Nazarene College","Northwest Nazarene College, USA",43.562395,-116.565788
"Yes",860,811,366,22,56,1040,52,9900,3075,300,1800,68,68,14.9,34,6357,68,"Northwestern College","Northwestern College, USA",41.721406,-87.742567
"Yes",12289,5200,1902,85,98,7450,45,16404,5520,759,1585,96,100,6.8,25,26385,92,"Northwestern University","Northwestern University, USA",42.0514817,-87.6759721
"Yes",1743,1625,626,8,29,1862,382,14134,5270,500,800,71,74,13.1,22,9209,63,"Norwich University","Norwich University, USA",44.140462,-72.658059
"Yes",379,324,107,15,37,500,311,9990,4900,400,600,44,47,12.1,26,4948,33,"Notre Dame College","Notre Dame College, USA",41.50749,-81.515786
"No",3041,2581,1173,16,56,6441,3982,9114,4030,400,650,88,90,19.7,13,6637,53,"Oakland University","Oakland University, USA",42.6717967,-83.2201801
"Yes",4778,2767,678,50,89,2587,120,19670,5820,575,1119,77,96,10.1,47,16593,83,"Oberlin College","Oberlin College, USA",41.292301,-82.216
"Yes",2324,1319,370,52,81,1686,35,16560,5140,558,1152,91,93,10.5,30,16196,79,"Occidental College","Occidental College, USA",34.126907,-118.212363
"Yes",792,649,186,56,87,769,377,12900,4340,600,4110,91,95,13.1,27,8568,67,"Oglethorpe University","Oglethorpe University, USA",33.874185,-84.33191
"Yes",2936,2342,669,35,62,2502,66,15990,4080,600,825,73,78,14.5,31,9979,83,"Ohio Northern University","Ohio Northern University, USA",40.7690606,-83.8262694
"No",11023,8298,3183,21,54,14861,1310,7629,4095,550,2300,79,87,20.4,13,8811,64,"Ohio University","Ohio University, USA",39.3267751,-82.1011091
"Yes",2190,1700,458,36,65,1780,48,16732,5650,550,550,93,93,12.1,32,12011,75,"Ohio Wesleyan University","Ohio Wesleyan University, USA",40.296234,-83.06614
"Yes",758,681,484,35,59,1707,705,5390,3140,515,1290,63,71,15.1,18,5511,50,"Oklahoma Baptist University","Oklahoma Baptist University, USA",35.360383,-96.934028
"Yes",776,765,351,22,44,1419,228,6400,3150,500,1900,58,64,16.2,8,6578,45,"Oklahoma Christian University","Oklahoma Christian University, USA",35.6126709,-97.4671021
"No",4522,3913,2181,29,57,12830,1658,5336,3344,800,3100,84,92,15.3,14,6433,48,"Oklahoma State University","Oklahoma State University, USA",36.2281532,-96.9308728
"Yes",1496,1205,428,26,57,1648,936,12888,4440,420,840,62,68,13.9,30,8802,87,"Otterbein College","Otterbein College, USA",40.125844,-82.935093
"Yes",910,773,450,31,73,1310,61,6530,2800,500,1500,63,67,13.3,10,6413,65,"Ouachita Baptist University","Ouachita Baptist University, USA",34.125094,-93.0528019
"Yes",2308,1336,295,22,46,1202,942,8530,3644,616,1576,56,64,14.9,25,7114,37,"Our Lady of the Lake University","Our Lady of the Lake University, USA",29.42673,-98.54416
"Yes",8256,3750,1522,37,70,5809,4379,11000,5160,660,1115,90,95,13.8,10,10059,62,"Pace University","Pace University, USA",40.711538,-74.005166
"Yes",1603,1392,504,31,68,2580,302,13312,4488,600,1516,78,78,11,23,9431,83,"Pacific Lutheran University","Pacific Lutheran University, USA",47.1451,-122.4494
"Yes",940,668,385,20,48,1316,139,11925,3825,630,1926,48,87,12.3,12,9157,69,"Pacific Union College","Pacific Union College, USA",38.570499,-122.439878
"Yes",943,849,288,41,71,1041,35,14210,3994,450,1100,76,76,10.9,22,11216,42,"Pacific University","Pacific University, USA",45.520517,-123.108057
"No",944,774,440,14,34,2174,529,6360,2760,550,1498,77,77,15,5,6443,48,"Pembroke State University","Pembroke State University, USA",34.68683,-79.20087
"No",19315,10344,3450,48,93,28938,2025,10645,4060,512,2394,77,96,18.1,19,8992,63,"Pennsylvania State Univ. Main Campus","Pennsylvania State Univ. Main Campus, USA",40.805344,-77.8602
"Yes",3821,2037,680,86,96,2488,625,18200,6770,500,700,95,98,11.6,13,16185,66,"Pepperdine University","Pepperdine University, USA",34.0344845,-118.7096425
"No",701,501,458,10,40,959,457,2580,2624,500,900,48,100,20.1,24,4870,44,"Peru State College","Peru State College, USA",40.809049,-96.701366
"Yes",838,651,159,11,25,654,162,8640,3700,400,1915,62,62,12.2,13,7634,48,"Pfeiffer College","Pfeiffer College, USA",35.48514,-80.2845
"Yes",1538,1259,468,19,42,1664,1042,11690,5062,600,1664,48,80,12.9,15,8028,68,"Philadelphia Coll. of Textiles and Sci.","Philadelphia Coll. of Textiles and Sci., USA",39.9510605,-75.1656204
"Yes",692,576,174,19,50,597,83,10500,3860,600,940,58,64,11.6,19,8990,39,"Phillips University","Phillips University, USA",35.6557924,-101.4052412
"Yes",663,562,127,20,40,641,63,5640,3620,600,750,89,89,13.2,17,7309,31,"Piedmont College","Piedmont College, USA",33.9606488,-83.3871578
"Yes",404,400,169,28,48,797,100,6000,3000,500,500,48,57,13.4,14,5557,61,"Pikeville College","Pikeville College, USA",37.453869,-82.522021
"Yes",1133,630,220,37,73,750,30,17688,5900,650,850,100,100,10.4,11,14820,73,"Pitzer College","Pitzer College, USA",34.1043,-117.7051
"Yes",809,687,428,20,43,1889,217,10178,4190,800,750,71,71,16.1,19,7895,54,"Point Loma Nazarene College","Point Loma Nazarene College, USA",32.71673,-117.25172
"Yes",875,744,207,7,38,1173,1402,9700,4830,400,1200,45,90,14.5,10,7652,66,"Point Park College","Point Park College, USA",40.43924,-80.002
"Yes",1132,847,302,58,89,1379,214,16200,4200,436,2486,90,90,10.4,14,14329,62,"Polytechnic University","Polytechnic University, USA",25.8481,-80.22886
"No",2405,2234,1061,10,22,4564,448,4290,3500,598,1582,55,93,19.4,1,5967,35,"Prairie View A. and M. University","Prairie View A. and M. University, USA",30.094116,-95.990079
"Yes",1082,832,302,34,63,1133,30,11859,3635,554,1429,80,85,13.4,42,8354,85,"Presbyterian College","Presbyterian College, USA",34.465154,-81.875014
"Yes",13218,2042,1153,90,98,4540,146,19900,5910,675,1575,91,96,8.4,54,28320,99,"Princeton University","Princeton University, USA",40.345547,-74.6402645
"Yes",5139,3346,973,20,55,3717,1358,14400,6200,450,1100,66,74,18.4,35,8135,96,"Providence College","Providence College, USA",41.8440551,-71.4382004
"No",21804,18744,5874,29,60,26213,4065,9556,3990,570,1060,86,86,18.2,15,8604,67,"Purdue University at West Lafayette","Purdue University at West Lafayette, USA",40.4243419,-86.9158867
"Yes",516,392,154,32,62,630,549,11020,4970,610,1900,73,75,14,36,9315,58,"Queens College","Queens College, USA",40.728812,-73.815474
"Yes",1025,707,297,22,66,1070,72,10100,4140,450,1080,69,71,16.3,32,6880,80,"Quincy University","Quincy University, USA",39.9412872,-91.3811392
"Yes",3712,2153,806,17,45,2677,714,12030,6140,1000,500,63,73,12,33,8847,86,"Quinnipiac College","Quinnipiac College, USA",41.35343,-72.91371
"No",5702,4894,1742,15,37,8077,472,6684,4110,500,900,73,83,19.6,9,4519,62,"Radford University","Radford University, USA",37.1375046,-80.5480138
"No",2088,957,362,6,29,2745,1938,4449,4860,600,1655,74,95,17.8,8,7333,47,"Ramapo College of New Jersey","Ramapo College of New Jersey, USA",41.081398,-74.1749108
"Yes",1771,1325,306,21,46,1071,27,13840,3735,400,900,77,80,10.7,38,11080,74,"Randolph-Macon College","Randolph-Macon College, USA",37.7626728,-77.4761242
"Yes",696,616,169,35,66,653,56,13970,6110,370,920,88,97,9.2,24,16358,68,"Randolph-Macon Woman's College","Randolph-Macon Woman's College, USA",37.437069,-79.172191
"Yes",1966,1436,327,47,80,1199,61,19960,5490,500,450,90,90,11.8,37,15886,68,"Reed College","Reed College, USA",45.4847843,-122.637221
"Yes",427,385,143,18,38,581,533,12700,5800,450,700,81,85,10.3,37,11758,84,"Regis College","Regis College, USA",42.351797,-71.3062632
"Yes",4996,4165,936,53,82,4291,16,17475,5976,1230,1100,94,98,15.4,21,15605,70,"Rensselaer Polytechnic Institute","Rensselaer Polytechnic Institute, USA",44.2841657,-73.9851103
"Yes",2302,1831,391,58,82,1345,59,15200,4768,550,1500,90,96,10.8,47,13388,77,"Rhodes College","Rhodes College, USA",35.156625,-89.988837
"Yes",3586,2424,730,16,31,2748,1309,13250,5420,700,3100,84,92,12.3,23,11299,70,"Rider University","Rider University, USA",40.2799471,-74.7381015
"Yes",587,501,211,28,52,735,28,15200,4100,350,650,87,90,9.4,49,12472,64,"Ripon College","Ripon College, USA",43.844135,-88.842333
"Yes",484,386,141,6,28,590,1196,9870,4860,600,1100,59,59,12.2,19,6744,81,"Rivier College","Rivier College, USA",42.73926,-71.45979
"Yes",2227,1790,437,27,54,1460,239,13425,4425,450,1200,85,89,13,26,9405,72,"Roanoke College","Roanoke College, USA",37.2958076,-80.0554119
"Yes",935,858,345,22,50,1127,754,9490,4100,500,1500,60,79,10.7,21,7519,79,"Rockhurst College","Rockhurst College, USA",39.03165,-94.57158
"Yes",560,392,270,11,31,743,118,8734,3362,600,625,56,78,11.3,27,6422,68,"Rocky Mountain College","Rocky Mountain College, USA",45.796522,-108.554075
"Yes",3304,2804,679,10,20,2111,1489,12520,6050,500,730,44,54,16.4,8,7957,61,"Roger Williams University","Roger Williams University, USA",41.650155,-71.262721
"Yes",1777,1151,382,31,55,1668,1052,16425,5220,955,750,81,85,13.3,23,11561,90,"Rollins College","Rollins College, USA",28.591691,-81.349633
"Yes",434,321,141,28,53,624,269,10950,4600,550,950,79,82,12.9,30,9264,81,"Rosary College","Rosary College, USA",41.90281,-87.82173
"No",3820,1431,695,21,70,5303,3942,4356,4830,800,800,76,81,22.1,6,7252,51,"Rowan College of New Jersey","Rowan College of New Jersey, USA",39.70709,-75.12072
"No",48094,26330,4520,36,79,21401,3712,7410,4748,690,2009,90,95,19.5,19,10474,77,"Rutgers at New Brunswick","Rutgers at New Brunswick, USA",40.480465177639,-74.45484084921
"No",3366,1752,232,27,79,2585,1300,7411,4748,690,2009,90,95,18.6,12,10134,57,"Rutgers State University at Camden","Rutgers State University at Camden, USA",39.9471,-75.1205
"No",5785,2690,499,26,62,4005,1886,7410,4748,690,2009,90,95,17.4,16,11878,58,"Rutgers State University at Newark","Rutgers State University at Newark, USA",40.7407843,-74.1744343
"Yes",2307,1896,509,19,51,1707,1889,11070,5780,400,600,71,73,14.8,16,7120,82,"Sacred Heart University","Sacred Heart University, USA",41.2214799,-73.2442003
"Yes",897,718,276,12,48,1345,390,10450,4020,500,1500,56,56,14.1,16,7444,70,"Saint Ambrose University","Saint Ambrose University, USA",41.5388714,-90.5810208
"Yes",2095,1553,514,15,40,1873,94,12950,5400,450,1120,70,82,14.5,29,6719,97,"Saint Anselm College","Saint Anselm College, USA",42.984956,-71.506205
"No",3971,3306,1921,10,34,11493,2206,4259,2625,350,1884,70,75,18.9,10,4629,58,"Saint Cloud State University","Saint Cloud State University, USA",45.552448,-94.152003
"Yes",213,166,85,13,36,513,247,8670,3820,450,1000,43,78,12.5,4,7440,48,"Saint Francis College IN","Saint Francis College IN, USA",41.08783,-85.1783
"Yes",1046,824,284,21,45,1223,451,10880,5050,400,1235,64,64,19.3,24,7344,69,"Saint Francis College","Saint Francis College, USA",40.6931606,-73.9918706
"Yes",933,800,444,18,45,1691,72,12247,4081,500,600,76,85,12,38,9853,70,"Saint John's University","Saint John's University, USA",45.5826398,-94.3927096
"Yes",920,684,225,24,42,815,222,11200,4250,600,950,55,60,14.8,19,7360,67,"Saint Joseph's College IN","Saint Joseph's College IN, USA",40.9215188,-87.1590924
"Yes",833,682,217,12,33,716,2196,9985,5180,500,800,53,89,27.2,8,4322,85,"Saint Joseph's College","Saint Joseph's College, USA",43.8253608,-70.4816197
"Yes",2519,2003,776,39,71,2473,1314,12750,6350,350,1690,84,90,17.4,13,8243,83,"Saint Joseph's University","Saint Joseph's University, USA",39.9970875,-75.2354836
"Yes",292,241,96,20,52,543,712,12200,4600,650,950,87,90,11.2,32,8680,76,"Saint Joseph College","Saint Joseph College, USA",41.781065,-72.729731
"Yes",3294,2855,956,44,67,4576,1140,11690,4730,800,6800,84,94,4.6,19,18367,67,"Saint Louis University","Saint Louis University, USA",33.7751549,-116.2636666
"Yes",888,734,393,26,60,1433,27,12730,4514,500,1525,74,95,9.9,31,11165,98,"Saint Mary's College","Saint Mary's College, USA",41.708263,-86.25635
"Yes",876,802,367,14,35,1263,118,10800,3600,400,820,68,74,18.8,19,5081,78,"Saint Mary's College of Minnesota","Saint Mary's College of Minnesota, USA",44.04607,-91.69543
"Yes",150,130,88,23,50,341,768,10300,4130,500,1700,44,58,10.2,37,9678,75,"Saint Mary-of-the-Woods College","Saint Mary-of-the-Woods College, USA",39.5055438,-87.4636911
"Yes",1910,1380,463,16,64,1715,106,13030,5860,500,750,79,88,14.5,34,10190,84,"Saint Michael's College","Saint Michael's College, USA",44.494558,-73.167069
"Yes",2248,1673,745,38,73,2888,105,14350,3750,550,550,82,88,10,31,12502,83,"Saint Olaf College","Saint Olaf College, USA",44.4624271,-93.1783464
"Yes",1606,1413,530,23,38,1921,1154,9408,5520,500,450,78,78,12.1,22,7669,53,"Saint Peter's College","Saint Peter's College, USA",40.72732,-74.07124
"Yes",700,595,278,19,35,1035,182,10850,3936,500,900,62,64,12.3,31,8534,88,"Saint Vincent College","Saint Vincent College, USA",40.291112,-79.400714
"Yes",785,647,295,15,65,1670,726,10860,4624,600,794,87,100,13.7,15,8953,55,"Saint Xavier University","Saint Xavier University, USA",41.708489,-87.714976
"Yes",489,384,120,23,52,700,45,10575,3952,400,620,46,24,13,9,8946,98,"Salem-Teikyo University","Salem-Teikyo University, USA",39.2837214,-80.5670094
"Yes",335,284,132,28,69,534,216,10475,6300,500,2000,68,68,11.2,46,9599,60,"Salem College","Salem College, USA",36.08793,-80.2389
"No",4216,2290,736,20,52,4296,1027,5130,4690,600,1450,73,75,17.9,18,5125,56,"Salisbury State University","Salisbury State University, USA",38.34655,-75.60656
"Yes",1680,1395,691,34,76,2959,402,8236,3700,569,1650,74,75,14.7,17,9533,61,"Samford University","Samford University, USA",33.465449,-86.791956
"No",9402,7020,2151,20,70,16407,5550,8384,5110,612,2400,87,93,19.5,7,7930,41,"San Diego State University","San Diego State University, USA",32.772244,-117.075685
"Yes",4019,2779,888,40,73,3891,128,13584,5928,630,1278,88,92,13.9,19,10872,100,"Santa Clara University","Santa Clara University, USA",37.349822,-121.938165
"Yes",1380,768,263,57,82,1000,105,19300,6694,600,700,89,93,6.1,18,14779,83,"Sarah Lawrence College","Sarah Lawrence College, USA",40.935075,-73.843823
"Yes",1109,688,386,20,65,1897,208,8325,5000,1200,1600,14,98,16.1,26,6874,55,"Savannah Coll. of Art and Design","Savannah Coll. of Art and Design, USA",32.085308,-81.111506
"Yes",584,413,131,19,51,521,99,8955,5900,500,1488,51,56,11.8,23,8545,52,"Schreiner College","Schreiner College, USA",30.03049,-99.12893
"Yes",855,632,139,60,83,569,7,17238,7350,600,800,95,100,8.2,41,18372,73,"Scripps College","Scripps College, USA",34.103004,-117.7101667
"Yes",1183,1016,411,42,82,1922,704,12669,4875,600,1250,83,85,16.8,20,10368,66,"Seattle Pacific University","Seattle Pacific University, USA",47.649427,-122.362101
"Yes",2115,1540,494,28,72,2993,347,12825,4375,500,1500,85,85,12.2,16,10175,89,"Seattle University","Seattle University, USA",47.6105352,-122.3209041
"Yes",4576,3565,1000,16,36,4384,1530,12000,6484,650,1000,81,84,14.4,15,10080,64,"Seton Hall University","Seton Hall University, USA",40.7422527,-74.2488573
"Yes",936,794,197,24,56,752,210,11240,4180,350,2000,71,71,11.2,37,10065,71,"Seton Hill College","Seton Hill College, USA",40.308444,-79.555271
"No",5818,3281,1116,14,53,5268,300,7844,3504,450,1700,80,83,18.8,13,6719,72,"Shippensburg University of Penn.","Shippensburg University of Penn., USA",40.057933,-77.522335
"Yes",540,445,165,23,70,1115,111,7210,3600,500,2000,62,65,13.2,18,7356,58,"Shorter College","Shorter College, USA",34.759381,-92.261307
"Yes",2961,1932,628,24,68,2669,616,10800,5100,575,1090,71,82,14.1,42,8189,100,"Siena College","Siena College, USA",42.7190005,-73.750045
"Yes",464,419,183,10,31,686,287,9240,3880,475,1090,29,49,7.2,17,9431,47,"Siena Heights College","Siena Heights College, USA",41.90616,-84.01467
"Yes",1003,782,295,23,53,1144,160,16160,6950,500,1200,74,81,8.9,33,14086,79,"Simmons College","Simmons College, USA",38.2395011,-85.7648093
"Yes",1016,872,300,27,57,1116,602,11250,4980,550,1400,66,73,15.8,36,7411,70,"Simpson College","Simpson College, USA",40.612871,-122.332139
"Yes",437,400,211,13,35,614,271,8990,3064,500,1700,73,73,14.8,7,7881,48,"Sioux Falls College","Sioux Falls College, USA",43.53192,-96.73838
"Yes",4293,2728,591,25,62,2322,263,18710,5970,500,700,87,92,12.7,29,14837,81,"Skidmore College","Skidmore College, USA",43.0981473,-73.7853095
"Yes",2925,1598,632,51,88,2479,95,18820,6390,500,1050,85,97,10.3,44,21199,90,"Smith College","Smith College, USA",42.320315,-72.636708
"No",2807,2589,1701,13,37,7000,1103,3811,2190,500,1970,62,65,15,29,5084,67,"South Dakota State University","South Dakota State University, USA",44.292618,-96.788374
